day,date,phase,strikes,retal,strikes_civfac,strikes_milfac,health_insults,hssi,hssi_pct,facil_damage_bench,facil_damage_pct,iran_civ,iran_mil,us_mil,leb_all,isr_mil,killed_total,cum_iran_daily,cum_leb_daily,snap_iranian_killed,snap_lebanese_killed,snap_displaced,snap_children_killed,conf_high_share,strike_day,kinetic_day
139,2026-07-16,Resumption,1,0,1,0,0,19,90.47619047619048,308.5267175572519,99.84683416092295,0,0,0,0,0,0,3145,2982,3468.0,4321.0,1200000.0,376.0,0.6153846153846154,1,1
140,2026-07-17,Resumption,6,5,2,3,2,21,100.0,308.5419847328244,99.85177499444156,8,0,3,0,0,11,3153,2982,3468.0,4321.0,1200000.0,376.0,0.5517241379310345,1,1
141,2026-07-18,Resumption,2,2,1,1,0,21,100.0,308.55725190839695,99.85671582796017,0,0,1,0,0,1,3153,2982,3468.0,4321.0,1200000.0,376.0,0.06666666666666667,1,1
142,2026-07-19,Resumption,1,0,0,0,0,21,100.0,308.57251908396944,99.86165666147879,0,0,0,0,0,0,3153,2982,3468.0,4321.0,1200000.0,376.0,0.16666666666666666,1,1
143,2026-07-20,Resumption,2,0,2,0,0,21,100.0,308.587786259542,99.86659749499741,0,0,0,0,0,0,3153,2982,3468.0,4321.0,1200000.0,376.0,0.5,1,1
144,2026-07-21,Resumption,2,0,2,0,0,21,100.0,308.60305343511453,99.87153832851602,0,0,0,0,0,0,3153,2982,3468.0,4321.0,1200000.0,376.0,0.5,1,1
145,2026-07-22,Resumption,3,1,2,1,0,21,100.0,308.618320610687,99.87647916203463,2,0,0,0,0,2,3155,2982,3468.0,4321.0,1200000.0,376.0,0.5,1,1
146,2026-07-23,Resumption,4,2,2,2,0,21,100.0,308.63358778625957,99.88141999555326,0,4,0,0,0,4,3159,2982,3468.0,4321.0,1200000.0,376.0,0.4166666666666667,1,1
147,2026-07-24,Resumption,1,2,0,0,0,21,100.0,308.64885496183206,99.88636082907186,0,0,0,0,0,0,3159,2982,3510.0,4315.0,1200000.0,376.0,0.25,1,1
148,2026-07-25,Resumption,0,2,0,0,0,21,100.0,308.6641221374046,99.89130166259048,1,0,0,0,0,1,3160,2982,3552.0,4309.0,1200000.0,376.0,0.2857142857142857,0,1
149,2026-07-26,Resumption,0,0,0,0,0,21,100.0,308.6793893129771,99.8962424961091,0,0,0,0,0,0,3160,2982,3594.0,4303.0,1200000.0,376.0,0.0,0,0
150,2026-07-27,Resumption,0,0,0,0,0,21,100.0,308.69465648854964,99.90118332962771,0,0,0,0,0,0,3160,2982,3636.0,4297.0,1200000.0,376.0,0.0,0,0
151,2026-07-28,Resumption,0,1,0,0,0,21,100.0,308.70992366412213,99.90612416314633,0,0,0,0,0,0,3160,2982,3636.0,4297.0,1200000.0,376.0,0.16666666666666666,0,1
152,2026-07-29,Resumption,2,0,0,1,0,21,100.0,308.7251908396947,99.91106499666493,3,3,0,0,0,6,3166,2982,3636.0,4297.0,1200000.0,376.0,0.09090909090909091,1,1
153,2026-07-30,Diplomatic Pause,0,1,0,0,0,21,100.0,308.74045801526717,99.91600583018355,0,0,0,0,0,0,3166,2982,3636.0,4297.0,1200000.0,376.0,0.16666666666666666,0,1
154,2026-07-31,Diplomatic Pause,0,1,0,0,0,21,100.0,308.7557251908397,99.92094666370218,0,0,0,0,0,0,3166,2982,3636.0,4297.0,1200000.0,376.0,0.0,0,1
155,2026-08-01,Diplomatic Pause,0,0,0,0,0,21,100.0,308.7709923664122,99.92588749722078,0,0,0,0,0,0,3166,2982,3636.0,4297.0,1200000.0,376.0,0.0,0,0
156,2026-08-02,Diplomatic Pause,0,0,0,0,0,21,100.0,308.78625954198475,99.9308283307394,0,0,0,0,0,0,3166,2982,3636.0,4297.0,1200000.0,376.0,0.0,0,0
157,2026-08-03,Diplomatic Pause,0,0,0,0,0,21,100.0,308.80152671755724,99.935769164258,0,0,0,0,0,0,3166,2982,3636.0,4297.0,1200000.0,376.0,0.0,0,0
158,2026-08-04,Diplomatic Pause,0,1,0,0,0,21,100.0,308.8167938931298,99.94070999777664,0,0,0,0,0,0,3166,2982,3636.0,4297.0,1200000.0,376.0,0.16666666666666666,0,1
159,2026-08-05,Diplomatic Pause,0,2,0,0,0,21,100.0,308.8320610687023,99.94565083129524,0,0,0,0,0,0,3166,2982,3636.0,4297.0,1200000.0,376.0,0.14285714285714285,0,1
160,2026-08-06,Diplomatic Pause,0,0,0,0,0,21,100.0,308.8473282442748,99.95059166481386,0,0,0,0,0,0,3166,2982,3636.0,4297.0,1200000.0,376.0,0.0,0,0
161,2026-08-07,Diplomatic Pause,0,0,0,0,0,21,100.0,308.8625954198473,99.95553249833246,0,0,0,0,0,0,3166,2982,3636.0,4297.0,1200000.0,376.0,0.0,0,0
162,2026-08-08,Diplomatic Pause,0,2,0,0,0,21,100.0,308.87786259541986,99.96047333185109,0,0,0,0,0,0,3166,2982,3636.0,4297.0,1200000.0,376.0,0.2857142857142857,0,1
163,2026-08-09,Diplomatic Pause,0,0,0,0,0,21,100.0,308.89312977099235,99.9654141653697,0,0,0,0,0,0,3166,2982,3636.0,4297.0,1200000.0,376.0,0.0,0,0
164,2026-08-10,Diplomatic Pause,0,0,0,0,0,21,100.0,308.9083969465649,99.97035499888831,0,0,0,0,0,0,3166,2982,3636.0,4298.571428571428,1200000.0,376.42857142857144,0.0,0,0
165,2026-08-11,Diplomatic Pause,0,0,0,0,0,21,100.0,308.9236641221374,99.97529583240691,0,0,0,0,0,0,3166,2982,3636.0,4300.142857142857,1200000.0,376.85714285714283,0.0,0,0
166,2026-08-12,Diplomatic Pause,0,0,0,0,0,21,100.0,308.9389312977099,99.98023666592555,0,0,0,0,0,0,3166,2982,3636.0,4301.714285714285,1200000.0,377.2857142857143,0.0,0,0
167,2026-08-13,Diplomatic Pause,0,2,0,0,0,21,100.0,308.9541984732824,99.98517749944415,0,0,0,0,0,0,3166,2982,3636.0,4303.285714285715,1200000.0,377.7142857142857,0.2857142857142857,0,1
168,2026-08-14,Diplomatic Pause,0,2,0,0,0,21,100.0,308.96946564885496,99.99011833296277,0,0,0,0,0,0,3166,2982,3636.0,4304.857142857143,1200000.0,378.14285714285717,0.2857142857142857,0,1
169,2026-08-15,Diplomatic Pause,0,0,0,0,0,21,100.0,308.98473282442745,99.99505916648137,0,0,0,11,0,11,3166,2993,3636.0,4306.428571428572,1200000.0,378.57142857142856,0.0,0,0
170,2026-08-16,Diplomatic Pause,0,1,0,0,0,21,100.0,309.0,100.0,0,0,0,0,0,0,3166,2993,3636.0,4308.0,1200000.0,379.0,0.16666666666666666,0,1
